PNAME,POS,TEAM,YEAR,TYPE,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF
Jeremy Richardson,SG,atl,2007,33,1,2,50,0.7,1,66.7,0,0,0,0.3,1,33.3,1.333,0.67
Royal Ivey,PG,atl,2007,33,1.1,2.3,48.2,0,0.3,16.7,0.3,0.4,70,1.1,2.1,52,1.107,0.49
Slava Medvedenko,PF,atl,2007,33,0.8,2.7,31.3,0,0,0,0.7,1,66.7,0.8,2.7,31.3,0.875,0.31
Esteban Batista,PF,atl,2007,33,0.2,0.8,25,0,0,0,0.8,1,80,0.2,0.8,25,1.5,0.25
Cedric Bozeman,SG,atl,2007,33,0.4,1.3,33.3,0,0.3,0,0.1,0.2,50,0.4,1,44.4,0.75,0.33
Matt Freije,SF,atl,2007,33,0.3,2.2,15.4,0,1,0,0,0,0,0.3,1.2,28.6,0.308,0.15
Joe Johnson,G,atl,2007,34,8.9,18.7,47.3,1.9,4.8,40.3,4.4,5.5,79.4,6.9,13.9,49.8,1.283,0.52
Josh Smith,PF,atl,2007,34,5.9,13.4,43.6,0.6,2.1,26,3.4,5.1,68.1,5.3,11.3,46.9,1.169,0.46
Marvin Williams,F,atl,2007,34,4.5,10.6,42.2,0.2,0.7,21.7,3.6,4.2,85.1,4.3,9.9,43.7,1.195,0.43
Josh Childress,F,atl,2007,34,4.4,9.1,48.7,0.4,1.3,30.3,2.7,3.4,77.5,4,7.8,51.7,1.309,0.51
Zaza Pachulia,C,atl,2007,34,3.5,8.6,40.9,0,0,0,3.6,4.9,73.8,3.5,8.6,40.9,1.239,0.41
Tyronn Lue,PG,atl,2007,34,3.7,9,41.6,0.9,2.6,35.7,2,2.3,86.9,2.8,6.4,43.9,1.152,0.47
Anthony Johnson,PG,atl,2007,34,3,7.2,41.9,0.4,1.5,27.8,1,1.3,75,2.6,5.7,45.6,1.035,0.45
Salim Stoudamire,SG,atl,2007,34,2.7,6.4,42.2,0.9,2.3,37.8,1,1.1,91.7,1.8,4.1,44.7,1.141,0.49
Shelden Williams,C,atl,2007,34,2.3,4.9,46.7,0,0.1,50,1.2,1.6,76.9,2.2,4.8,46.7,1.196,0.47
Speedy Claxton,PG,atl,2007,34,2.2,6.4,34.3,0.1,0.5,16.7,0.9,1.5,58.8,2.1,5.8,35.9,0.843,0.35
Slava Medvedenko,PF,atl,2007,34,0.9,1.6,53.8,0.1,0.3,50,1.6,1.8,92.9,0.8,1.4,54.5,2.154,0.58
Solomon Jones,PF,atl,2007,34,1,2.1,49.2,0,0,0,1.2,1.7,71.2,1,2.1,49.2,1.571,0.49
Royal Ivey,PG,atl,2007,34,1.3,3,42.5,0.1,0.3,40,0.6,0.9,68,1.1,2.7,42.9,1.092,0.45
Matt Freije,SF,atl,2007,34,1.1,3.2,34.1,0.2,1.2,18.8,0.4,0.5,83.3,0.8,1.9,44,0.878,0.38
Dijon Thompson,SF,atl,2007,34,0.8,2,37.5,0,0,0,1,1,100,0.8,2,37.5,1.25,0.38
Lorenzen Wright,PF,atl,2007,34,1.2,2.7,44.3,0,0,0,0.1,0.4,14.3,1.2,2.7,44.3,0.907,0.44
Esteban Batista,PF,atl,2007,34,0.9,1.5,58.3,0,0,0,0,0.3,0,0.9,1.5,58.3,1.167,0.58
Cedric Bozeman,SG,atl,2007,34,0.5,1.9,25.9,0.1,0.7,20,0.1,0.3,25,0.4,1.2,29.4,0.63,0.3
Jeremy Richardson,SG,atl,2007,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Johnson,G,atl,2008,33,8.6,19.6,44,2.1,5.9,36.3,4.8,5.6,86.5,6.5,13.8,47.3,1.234,0.49
Josh Smith,PF,atl,2008,33,6.6,13.8,47.5,0.3,1.2,22.9,4.1,5.9,70.2,6.3,12.6,49.8,1.268,0.48
Marvin Williams,F,atl,2008,33,5.7,12.1,47,0,0.1,0,4.5,5.5,80.9,5.7,12,47.5,1.309,0.47
Mike Bibby,PG,atl,2008,33,5.1,12.1,42.3,2,5.4,37,1.5,2,73.3,3.1,6.7,46.5,1.132,0.51
Josh Childress,F,atl,2008,33,4.6,7.5,61.5,0.2,0.7,33.3,2.8,3.6,79.3,4.4,6.8,64.5,1.636,0.63
Al Horford,PF,atl,2008,33,4.2,8.2,50.6,0,0.1,0,2.3,3,77.9,4.2,8.2,51,1.293,0.51
Tyronn Lue,PG,atl,2008,33,2.8,6.1,46.4,1.1,1.9,56.7,1,1.1,88.9,1.8,4.2,41.8,1.268,0.55
Anthony Johnson,PG,atl,2008,33,2.9,6.2,47.1,0.7,1.8,41,0.6,0.8,82.4,2.2,4.4,49.5,1.162,0.53
Salim Stoudamire,SG,atl,2008,33,1.6,5.2,31.3,0.8,2.9,27.7,1.4,1.6,88,0.8,2.3,36.1,1.048,0.39
Zaza Pachulia,C,atl,2008,33,1.8,4,45.8,0,0.1,0,1.6,2.2,72.3,1.8,3.9,47,1.308,0.46
Acie Law,PG,atl,2008,33,1.5,3.4,43.9,0.1,0.6,12.5,0.5,0.7,78.9,1.4,2.8,50,1.051,0.45
Shelden Williams,C,atl,2008,33,1.2,3.3,35.7,0,0.1,0,1,1.4,70.8,1.2,3.2,36.4,1.018,0.36
Solomon Jones,PF,atl,2008,33,0.6,1.1,52.9,0,0,0,0.3,0.5,62.5,0.6,1.1,52.9,1.353,0.53
Mario West,SG,atl,2008,33,0.4,0.9,41.2,0,0,0,0.2,0.3,58.3,0.4,0.9,42.4,1.029,0.41
Jeremy Richardson,SG,atl,2008,33,0.4,1.4,30,0,0.6,0,0,0,0,0.4,0.9,50,0.6,0.3
Lorenzen Wright,PF,atl,2008,33,0.2,1.2,14.3,0,0,0,0,0,0,0.2,1.2,14.3,0.286,0.14
Joe Johnson,G,atl,2008,34,7.1,16.9,42.3,2,5,40.2,2.9,3.7,78.7,5.1,11.9,43.2,1.136,0.48
Josh Smith,PF,atl,2008,34,6.2,14.2,44.1,0.3,1.2,27.5,4.1,5.7,71.8,5.9,12.9,45.7,1.194,0.45
Mike Bibby,PG,atl,2008,34,5.2,12.7,40.6,2.2,5.9,36.8,1.8,2.2,84.6,3,6.8,43.9,1.127,0.49
Marvin Williams,F,atl,2008,34,4.9,10.9,45.3,0,0.1,20,4,4.7,83.5,4.9,10.8,45.6,1.271,0.45
Josh Childress,F,atl,2008,34,4,7.6,52.6,0.3,0.9,39.4,3,3.7,82.1,3.6,6.7,54.3,1.498,0.55
Al Horford,PF,atl,2008,34,4.1,8.3,49.1,0,0.1,0,1.5,2.3,66.7,4.1,8.2,49.4,1.164,0.49
Anthony Johnson,PG,atl,2008,34,2.6,6.6,38.9,0.6,1.2,45.8,0.6,0.8,80,2,5.4,37.4,0.954,0.43
Tyronn Lue,PG,atl,2008,34,2.4,5.8,41.4,0.8,2.3,33.3,0.5,0.6,80,1.6,3.5,46.7,1.04,0.48
Salim Stoudamire,SG,atl,2008,34,2.1,5.1,40.2,0.8,2,42.1,1,1.3,76,1.2,3.1,39,1.165,0.48
Zaza Pachulia,C,atl,2008,34,1.6,3.9,41.6,0,0,0,1.9,2.8,69.3,1.6,3.9,41.6,1.32,0.42
Acie Law,PG,atl,2008,34,1.9,5.1,37.4,0.2,0.7,27.8,0.9,1.1,79.3,1.7,4.5,38.8,0.95,0.39
Shelden Williams,C,atl,2008,34,0.9,2.3,38.6,0,0,0,0.9,1.4,66.7,0.9,2.3,38.6,1.182,0.39
Jeremy Richardson,SG,atl,2008,34,0.8,1.8,47.6,0.4,0.7,62.5,0,0,0,0.4,1.1,38.5,1.19,0.6
Lorenzen Wright,PF,atl,2008,34,0.6,1.4,40,0,0,0,0.4,0.9,50,0.6,1.4,40,1.1,0.4
Mario West,SG,atl,2008,34,0.3,0.5,46.7,0,0.1,0,0.4,0.5,71.4,0.3,0.4,58.3,1.6,0.47
Solomon Jones,PF,atl,2008,34,0.2,0.7,23.1,0,0.1,0,0.3,0.6,50,0.2,0.6,27.3,0.923,0.23
Joe Johnson,G,atl,2009,33,8.3,18.4,45,2,5.4,37.1,3.8,4.6,82.4,6.3,13,48.2,1.212,0.5
Josh Smith,PF,atl,2009,33,6.1,12.1,50.4,0.2,1.1,22,3.1,5.1,61.4,5.8,10.9,53.3,1.289,0.51
Mike Bibby,PG,atl,2009,33,5.7,12.6,45.1,2.2,5.5,40.8,1.3,1.5,82,3.5,7.2,48.4,1.178,0.54
Marvin Williams,F,atl,2009,33,4.7,9.8,48,0.7,2.5,27.5,3.8,4.6,81.5,4,7.4,54.9,1.415,0.51
Ronald Murray,SG,atl,2009,33,4.4,9.9,44.1,1.1,3,36.3,2.1,2.8,74.1,3.3,6.9,47.5,1.204,0.5
Al Horford,PF,atl,2009,33,4.8,9.2,52.5,0,0,0,2,2.8,72.4,4.8,9.2,52.6,1.27,0.52
Maurice Evans,SG,atl,2009,33,2.3,5.3,42.8,1.1,2.9,37.5,0.6,0.8,80.6,1.2,2.5,49,1.178,0.53
Zaza Pachulia,C,atl,2009,33,1.9,3.6,54.4,0,0,0,1.8,2.7,68.3,1.9,3.6,54.8,1.596,0.54
Solomon Jones,PF,atl,2009,33,1.1,1.7,66,0,0,100,1,1.2,80.6,1.1,1.6,65.3,1.92,0.67
Acie Law,PG,atl,2009,33,0.8,2.3,36.4,0.2,0.5,30.8,0.6,0.8,78.9,0.7,1.8,38.1,1.073,0.4
Othello Hunter,SF,atl,2009,33,0.7,1.4,50,0,0,0,0,0.1,0,0.7,1.4,50,1,0.5
Thomas Gardner,SG,atl,2009,33,0.4,2.1,21.1,0.2,1.2,18.2,0.1,0.2,50,0.2,0.9,25,0.579,0.26
Speedy Claxton,PG,atl,2009,33,0,2,0,0,0,0,1,2,50,0,2,0,0.5,0
Randolph Morris,C,atl,2009,33,0.4,0.8,50,0,0,0,0.2,0.2,100,0.4,0.8,50,1.2,0.5
Mario West,SG,atl,2009,33,0.3,0.7,47.4,0,0,0,0.2,0.4,41.7,0.3,0.7,47.4,1.211,0.47
Joe Johnson,G,atl,2009,34,7.4,17.5,42.2,1.8,5.1,34.7,3.8,4.6,82.9,5.6,12.4,45.2,1.162,0.47
Josh Smith,PF,atl,2009,34,6,12.6,47.9,0.5,1.4,37,3,5.3,55.9,5.5,11.2,49.3,1.236,0.5
Mike Bibby,PG,atl,2009,34,5.4,12.8,41.8,2,5.4,37.1,2.2,2.8,77.3,3.4,7.4,45.2,1.162,0.5
Marvin Williams,F,atl,2009,34,4.6,10.5,44.1,1.1,2.6,41.9,3.5,4.3,79.7,3.5,7.9,44.8,1.314,0.49
Ronald Murray,SG,atl,2009,34,4.5,10,45.2,1.1,3,35.6,2.3,3,77.8,3.4,6.9,49.4,1.247,0.51
Al Horford,PF,atl,2009,34,4.5,8.5,52.6,0,0,0,2.4,3.3,72.9,4.5,8.5,52.6,1.338,0.53
Maurice Evans,SG,atl,2009,34,2.9,6.7,43.4,1.4,3.3,41.2,0.9,1,83.3,1.5,3.4,45.7,1.201,0.54
Zaza Pachulia,C,atl,2009,34,2.2,4.7,46.2,0,0.1,0,2.4,3.3,72.9,2.2,4.7,46.7,1.435,0.46
Speedy Claxton,PG,atl,2009,34,2,5,40,0,0,0,0,0,0,2,5,40,0.8,0.4
Acie Law,PG,atl,2009,34,1,2.7,38.1,0.2,0.5,31.3,1.1,1.3,82.9,0.9,2.2,39.7,1.226,0.41
Solomon Jones,PF,atl,2009,34,1,1.8,55.7,0,0,0,0.7,1.2,63.2,1,1.8,56.7,1.508,0.56
Thomas Gardner,SG,atl,2009,34,0.7,2.4,29.4,0.3,1.7,16.7,0.1,0.3,50,0.4,0.7,60,0.765,0.35
Othello Hunter,SF,atl,2009,34,0.7,1.1,60,0,0,0,0,0.4,0,0.7,1.1,60,1.2,0.6
Mario West,SG,atl,2009,34,0.2,0.6,33.3,0,0,100,0.3,0.7,50,0.2,0.5,28.6,1.333,0.37
Randolph Morris,C,atl,2009,34,0.2,0.7,28.6,0,0,0,0.2,0.2,100,0.2,0.7,28.6,0.857,0.29
Joe Johnson,G,atl,2010,33,8,18.5,43.4,1.7,4.8,35.5,3.2,3.9,82.4,6.3,13.7,46.1,1.133,0.48
Jamal Crawford,SG,atl,2010,33,5.9,13.5,43.9,2.1,5.3,39.1,3.2,3.7,84.8,3.8,8.2,47,1.266,0.52
Josh Smith,PF,atl,2010,33,6.4,12.3,52,0,0.1,0,3.7,5.6,65.3,6.4,12.2,52.5,1.339,0.52
Al Horford,PF,atl,2010,33,6.2,10.8,56.9,0,0,100,2.5,3.2,78.1,6.1,10.8,56.8,1.373,0.57
Marvin Williams,F,atl,2010,33,4.1,8.9,46.6,0.6,1.8,32.9,2.3,2.7,85.3,3.6,7.1,50,1.26,0.5
Mike Bibby,PG,atl,2010,33,3.4,7.9,42.7,1.6,4.2,39.2,0.5,0.5,90.5,1.8,3.8,46.7,1.12,0.53
Maurice Evans,SG,atl,2010,33,2.4,5,47.8,0.7,2.1,32.9,0.6,0.8,80,1.7,2.9,58.6,1.214,0.55
Zaza Pachulia,C,atl,2010,33,1.6,3.1,50,0,0,0,1.4,2.2,65.9,1.6,3.1,50.4,1.458,0.5
Othello Hunter,SF,atl,2010,33,1.3,3.7,36.4,0,0,0,1,1.3,75,1.3,3.7,36.4,1,0.36
Jeff Teague,PG,atl,2010,33,1.4,3.5,39.1,0.1,0.4,23.5,0.8,0.9,85.3,1.3,3.1,41.4,1.03,0.41
Randolph Morris,C,atl,2010,33,1.4,2.2,62.1,0,0,0,0.8,1.3,58.8,1.4,2.2,62.1,1.586,0.62
Joe Smith,PF,atl,2010,33,1.3,3,42.1,0,0.2,20,0.8,0.9,83.3,1.2,2.8,43.3,1.116,0.43
Jason Collins,C,atl,2010,33,0.7,1.4,47.1,0,0.1,0,0,0.2,0,0.7,1.3,50,0.941,0.47
Mario West,SG,atl,2010,33,0.4,0.6,63.6,0,0,0,0.2,0.3,66.7,0.4,0.6,63.6,1.636,0.64
Joe Johnson,G,atl,2010,34,8.7,17.9,48.5,1.7,4.4,38.4,2.5,3.1,81,7,13.5,51.8,1.206,0.53
Jamal Crawford,SG,atl,2010,34,6.6,14.5,45.8,2.1,5.5,37.3,3.7,4.3,86.5,4.6,9,51,1.311,0.53
Josh Smith,PF,atl,2010,34,6,12.4,48.9,0,0.1,0,2.8,4.8,57.9,6,12.3,49.2,1.203,0.49
Al Horford,PF,atl,2010,34,5.4,10.1,53.3,0,0,0,2.8,3.5,79.6,5.4,10.1,53.3,1.337,0.53
Mike Bibby,PG,atl,2010,34,3.3,8.2,40.5,1.5,4,38.6,1.2,1.5,84.5,1.8,4.3,42.4,1.146,0.5
Marvin Williams,F,atl,2010,34,3.3,7.6,44.2,0.4,1.5,27.4,2,2.6,78.3,2.9,6,48.4,1.206,0.47
Maurice Evans,SG,atl,2010,34,2,4.9,41.1,0.7,2.2,34.5,0.6,0.8,71,1.3,2.8,46.3,1.089,0.49
Zaza Pachulia,C,atl,2010,34,1.5,3.2,47.7,0,0.1,0,1,1.5,63.9,1.5,3.1,48.8,1.258,0.48
Jeff Teague,PG,atl,2010,34,1.2,2.8,40.4,0.1,0.5,20,0.4,0.5,80,1.1,2.4,44.3,0.968,0.42
Joe Smith,PF,atl,2010,34,1.2,3.1,37.8,0,0.1,0,0.4,0.6,77.8,1.2,3,38.5,0.898,0.38
Randolph Morris,C,atl,2010,34,0.3,0.8,41.7,0,0,0,0.4,0.7,60,0.3,0.8,41.7,1.333,0.42
Mario West,SG,atl,2010,34,0.3,0.5,50,0,0.1,0,0.1,0.2,50,0.3,0.5,55.6,1.2,0.5
Jason Collins,C,atl,2010,34,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
Othello Hunter,SF,atl,2010,34,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0
Joe Johnson,G,atl,2011,33,7.3,16.4,44.4,1.4,4.4,31.7,2.4,3,80.4,5.9,12,49,1.12,0.49
Josh Smith,PF,atl,2011,33,6.9,13.6,50.7,0.6,1.7,37.5,2.7,3.9,70.1,6.3,11.9,52.5,1.259,0.53
Al Horford,PF,atl,2011,33,7.2,12.7,56.8,0.1,0.1,66.7,2.7,3.4,78.5,7.1,12.6,56.7,1.351,0.57
Jamal Crawford,SG,atl,2011,33,4.4,11.1,39.4,1.4,4.6,30.8,2.5,3,83.6,2.9,6.4,45.6,1.142,0.46
Marvin Williams,F,atl,2011,33,3.6,7.9,45.6,0.4,1.4,31.9,1.7,2.1,82.9,3.2,6.6,48.4,1.181,0.48
Mike Bibby,PG,atl,2011,33,3,7.5,40.7,1.8,4.8,38.4,0.4,0.6,62.5,1.2,2.7,44.9,1.113,0.53
Kirk Hinrich,SG,atl,2011,33,3.1,7.7,40.9,1.2,3.1,38.3,0.6,0.8,75,1.9,4.5,42.6,1.052,0.49
Jordan Crawford,G,atl,2011,33,2.6,7.2,35.4,0.8,2.2,35,0.4,0.7,66.7,1.8,5,35.6,0.877,0.41
Jeff Teague,PG,atl,2011,33,1.9,4.5,43.6,0.3,0.7,37,0.9,1.2,75.6,1.7,3.7,44.9,1.139,0.47
Zaza Pachulia,C,atl,2011,33,1.5,3.1,49.6,0,0,0,1.7,2.2,78,1.5,3.1,49.6,1.551,0.5
Maurice Evans,SG,atl,2011,33,1.8,4.5,39,0.5,2,27.3,0.4,0.5,81.8,1.2,2.5,48.2,0.99,0.45
Damien Wilkins,SG,atl,2011,33,1.5,2.7,56.5,0,0.3,14.3,0.8,1,74.1,1.5,2.4,61.3,1.435,0.57
Josh Powell,PF,atl,2011,33,1.5,3.6,42.7,0,0,0,0.7,0.9,75,1.5,3.5,43.2,1.037,0.43
Etan Thomas,C,atl,2011,33,0.7,1.4,50,0,0,0,0.9,1,85.7,0.7,1.4,50,1.6,0.5
Jason Collins,C,atl,2011,33,0.6,1.1,52,0,0,100,0.6,0.9,73.7,0.5,1.1,50,1.64,0.54
Hilton Armstrong,PF,atl,2011,33,0.6,1,57.1,0.1,0.1,100,0.3,0.9,33.3,0.4,0.9,50,1.571,0.64
Joe Johnson,G,atl,2011,34,7,15.9,44.1,1.1,4,27.3,3,3.7,80.2,5.9,11.9,49.8,1.141,0.48
Josh Smith,PF,atl,2011,34,6,13.4,44.8,0.7,2.3,30,3.2,4.3,74.6,5.3,11.1,47.9,1.189,0.47
Jamal Crawford,SG,atl,2011,34,5.3,11.9,44.5,1.7,4.5,37.3,3.3,3.8,86.7,3.6,7.4,49,1.312,0.52
Al Horford,PF,atl,2011,34,6.2,11.3,54.5,0,0,0,1.2,1.5,82.8,6.2,11.3,54.7,1.2,0.55
Marvin Williams,F,atl,2011,34,4,8.6,46.1,0.7,2,34.9,2.9,3.4,85.6,3.3,6.6,49.5,1.337,0.5
Mike Bibby,PG,atl,2011,34,3.8,8.2,45.7,2.2,4.4,49.6,0.6,1,63.3,1.6,3.9,41.4,1.255,0.59
Kirk Hinrich,SG,atl,2011,34,3.7,7.8,47.1,1.6,3.2,48.3,0.6,1,55.6,2.1,4.6,46.3,1.214,0.57
Jeff Teague,PG,atl,2011,34,1.8,4.2,43.9,0.2,0.6,38.1,1.3,1.6,82.7,1.6,3.6,44.9,1.245,0.47
Josh Powell,PF,atl,2011,34,1.9,4.1,46.8,0,0,0,0.7,0.8,84,1.9,4.1,46.8,1.103,0.47
Maurice Evans,SG,atl,2011,34,1.6,4,39.6,0.6,1.8,35.6,0.6,0.7,88.2,1,2.2,42.9,1.099,0.48
Zaza Pachulia,C,atl,2011,34,1.2,2.8,41.9,0,0,0,1.7,2.3,72.7,1.2,2.8,41.9,1.448,0.42
Damien Wilkins,SG,atl,2011,34,1.2,2.6,44.1,0,0.1,33.3,0.8,1.1,69,1.1,2.5,44.6,1.191,0.45
Etan Thomas,C,atl,2011,34,0.8,1.8,45.5,0,0,0,1,1.3,75,0.8,1.8,45.5,1.455,0.45
Pape Sy,SF,atl,2011,34,0.7,2,33.3,0,0.3,0,1,1,100,0.7,1.7,40,1.167,0.33
Jason Collins,C,atl,2011,34,0.8,1.7,45.7,0,0,0,0.5,0.8,59.1,0.8,1.7,45.7,1.196,0.46
Jordan Crawford,G,atl,2011,34,0.6,1.7,33.3,0.3,1,28.6,0,0,0,0.3,0.7,40,0.833,0.42
Hilton Armstrong,PF,atl,2011,34,0.4,1,40,0,0,0,0,0.8,0,0.4,1,40,0.8,0.4
Joe Johnson,G,atl,2012,33,7.5,16.4,45.8,2.6,5.8,44.3,2.9,3.5,83.7,4.9,10.6,46.7,1.251,0.54
Josh Smith,PF,atl,2012,33,7.8,17,45.6,0.3,1.4,21.3,3.5,5.3,66.3,7.5,15.6,47.8,1.135,0.46
Jeff Teague,PG,atl,2012,33,4.8,10.5,46.1,0.6,2.2,29.6,2.7,3.4,79.6,4.2,8.4,50.4,1.242,0.49
Al Horford,PF,atl,2012,33,5,8,62.5,0,0,0,1.8,3,58.3,5,8,62.5,1.469,0.63
Marvin Williams,F,atl,2012,33,3.4,7.7,44.1,0.7,2.2,31.3,2.4,2.9,82.1,2.7,5.4,49.4,1.284,0.49
Willie Green,SG,atl,2012,33,3.1,6.3,48.9,1,2.2,46.2,1,1.1,87.9,2,4,50.4,1.302,0.57
Zaza Pachulia,C,atl,2012,33,2.9,5.9,49,0,0,0,2.3,2.8,81.1,2.9,5.9,49,1.373,0.49
Ivan Johnson,PF,atl,2012,33,2.7,5.4,49.4,0,0.1,0,1.4,1.9,73.3,2.7,5.4,50,1.25,0.49
Kirk Hinrich,SG,atl,2012,33,2.5,6.1,41.5,1.2,3,38.9,0.4,0.5,83.3,1.4,3.1,44,1.088,0.51
Jannero Pargo,PG,atl,2012,33,2.2,5.1,42.3,0.9,2.7,34.4,0.3,0.3,100,1.3,2.5,50.8,1.089,0.51
Vladimir Radmanovic,SF,atl,2012,33,1.7,3.7,45.7,1.1,2.6,43.1,0.5,0.8,70.6,0.5,1,52.2,1.37,0.61
Tracy McGrady,SG,atl,2012,33,1.4,3.5,38.4,0.1,0.5,30.8,1.1,1.6,68.9,1.2,3.1,39.5,1.121,0.4
Jerry Stackhouse,SF,atl,2012,33,1.1,3.1,34,0.3,1.2,25,0.5,0.5,100,0.8,1.9,39.4,0.925,0.39
Jason Collins,C,atl,2012,33,0.7,1.3,50,0,0,0,0.4,0.8,46.7,0.7,1.3,50,1.269,0.5
Erick Dampier,C,atl,2012,33,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0
Donald Sloan,G,atl,2012,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Josh Smith,PF,atl,2012,34,7.5,16.3,46,0.5,1.9,29,2.6,4.5,59.2,7,14.5,48.2,1.115,0.48
Joe Johnson,G,atl,2012,34,6.6,14.7,45,1.6,4.9,32.4,2.4,2.7,86.6,5,9.7,51.4,1.17,0.5
Al Horford,PF,atl,2012,34,5.3,10.1,52.1,0,0.1,0,2.1,2.6,83.3,5.3,10,52.9,1.254,0.52
Jeff Teague,PG,atl,2012,34,4.8,9.8,49.2,0.9,2.4,38.5,1.5,2.2,69.4,3.9,7.5,52.6,1.231,0.54
Marvin Williams,F,atl,2012,34,3.8,8.9,42.3,1.4,3,44.7,1.6,2.2,74.2,2.4,5.8,41.1,1.185,0.5
Zaza Pachulia,C,atl,2012,34,2.9,5.8,50.5,0,0,0,1.8,2.6,67.9,2.9,5.8,50.5,1.317,0.51
Willie Green,SG,atl,2012,34,2.7,6,44.8,0.8,2,41.7,0.8,1,82.6,1.8,4,46.3,1.168,0.52
Tracy McGrady,SG,atl,2012,34,2.6,5.5,47.7,0.5,0.8,55,1,1.6,65.8,2.2,4.7,46.4,1.227,0.52
Kirk Hinrich,SG,atl,2012,34,2.5,6.2,41.2,0.8,2.7,29.7,0.6,0.8,75,1.8,3.5,50,1.054,0.48
Ivan Johnson,PF,atl,2012,34,2.3,4.3,54.2,0.1,0.2,50,1.1,1.6,70,2.2,4.1,54.4,1.364,0.55
Jannero Pargo,PG,atl,2012,34,2,5,40.8,1.2,2.8,41.9,0.4,0.5,91.7,0.8,2.2,39.3,1.138,0.53
Jerry Stackhouse,SF,atl,2012,34,1.5,3.6,40.4,0.6,1.4,44.4,1,1.2,86.7,0.8,2.2,37.9,1.255,0.49
Vladimir Radmanovic,SF,atl,2012,34,1.4,4.3,31.9,0.9,2.9,32.5,0.4,0.4,83.3,0.4,1.4,30.8,0.94,0.43
Donald Sloan,G,atl,2012,34,1.5,2.5,60,0,0.5,0,0,0,0,1.5,2,75,1.2,0.6
Jason Collins,C,atl,2012,34,0.3,1.4,21.4,0,0,0,0,0,0,0.3,1.4,21.4,0.429,0.21
Erick Dampier,C,atl,2012,34,0.1,0.5,14.3,0,0,0,0,0,0,0.1,0.5,14.3,0.286,0.14
Al Horford,PF,atl,2013,33,7.3,13.7,53.7,0,0.1,0,2,3.2,62.9,7.3,13.6,53.9,1.22,0.54
Josh Smith,PF,atl,2013,33,6.9,14.8,46.5,0.5,2.1,23.1,2.2,4.5,48.8,6.4,12.8,50.2,1.108,0.48
Jeff Teague,PG,atl,2013,33,5.7,12.3,46.2,1.2,3.3,35.9,2.7,3.1,87.9,4.5,9,50,1.242,0.51
Lou Williams,SG,atl,2013,33,5.3,11.7,45.3,2,5.3,38,2.3,2.5,91.7,3.3,6.5,51.2,1.274,0.54
Kyle Korver,SG,atl,2013,33,3.9,8.7,45.3,2.7,5.9,44.9,0.8,0.9,83.3,1.3,2.8,46.2,1.302,0.61
Devin Harris,G,atl,2013,33,3.8,8.3,46.1,1.4,4.1,33.6,2.3,3.2,72,2.4,4.1,58.6,1.371,0.54
Ivan Johnson,PF,atl,2013,33,3.1,5.9,53.2,0,0.2,16.7,1.3,2.2,59.3,3.1,5.7,54.2,1.289,0.53
Anthony Morrow,SG,atl,2013,33,2.5,5.4,45.7,0.8,1.6,52.4,0.8,0.9,91.7,1.6,3.8,42.9,1.229,0.54
Zaza Pachulia,C,atl,2013,33,2.4,4.6,50.9,0,0,0,1.8,2.2,81.5,2.4,4.6,51.3,1.397,0.51
DeShawn Stevenson,SG,atl,2013,33,1.7,4.4,39.7,1.5,3.9,39.7,0.2,0.4,53.8,0.2,0.5,40,1.198,0.57
John Jenkins,G,atl,2013,33,1.8,4.5,40,0.9,2.4,36.4,0.7,1,74.1,0.9,2.1,44.1,1.152,0.5
Jannero Pargo,PG,atl,2013,33,1.8,6.3,28,1,3.3,30.8,0,0,0,0.8,3,25,0.72,0.36
Johan Petro,C,atl,2013,33,2,4.4,45.5,0.1,0.2,50,0.4,0.4,100,1.9,4.2,45.2,1.023,0.47
Anthony Tolliver,PF,atl,2013,33,1.4,3.6,38.8,0.7,2.1,32.1,0.9,1,88.9,0.7,1.6,47.6,1.204,0.48
Shelvin Mack,G,atl,2013,33,1.6,3.1,52.9,0.6,1.5,41.2,0.2,0.5,33.3,1,1.5,64.7,1.324,0.63
Mike Scott,PF,atl,2013,33,0.9,2.4,37.2,0,0,0,0.6,0.9,62.5,0.9,2.4,37.2,0.977,0.37
Dahntay Jones,SG,atl,2013,33,0.6,1.9,32,0.1,0.4,20,0.7,1.1,64.3,0.5,1.5,35,1.04,0.34
Josh Smith,PF,atl,2013,34,7.6,16.3,46.6,1.1,3.2,35,2.2,4,55,6.4,13,49.5,1.136,0.5
Al Horford,PF,atl,2013,34,8.3,15.1,55,0.1,0.1,75,1.6,2.4,66.7,8.2,14.9,54.9,1.213,0.55
Jeff Teague,PG,atl,2013,34,5.3,12.1,43.9,1.1,2.9,35.9,2.3,2.6,88.2,4.3,9.2,46.4,1.151,0.48
Lou Williams,SG,atl,2013,34,4.3,11,39.1,1.7,4.8,35.4,3.1,3.7,83.6,2.6,6.2,41.9,1.214,0.47
